Time,Radiation,Temperature,Pressure,Humidity,Speed,WindDirection(Degrees)
19:35:06,2.63,54.0,30.45,67.0,4.5,129.35
19:35:20,1.22,47.0,30.48,43.0,9.0,127.55
19:35:21,1.28,52.0,30.46,102.0,6.75,81.05
19:40:02,1.21,45.0,30.41,93.0,6.75,123.25
19:40:05,2.37,54.0,30.45,66.0,1.12,164.52
19:40:18,1.29,47.0,30.48,44.0,3.37,181.36
19:40:25,1.29,52.0,30.46,102.0,13.5,136.33
19:45:04,2.48,54.0,30.45,65.0,3.37,108.06
19:45:05,1.23,45.0,30.41,93.0,13.5,146.31
19:45:19,1.27,52.0,30.46,102.0,10.12,117.72
19:45:20,1.23,47.0,30.48,46.0,2.25,188.05
19:50:01,1.19,45.0,30.41,93.0,10.12,110.89
19:50:05,2.87,54.0,30.45,66.0,3.37,160.56
19:50:21,1.29,52.0,30.46,102.0,10.12,136.51
19:50:22,1.22,47.0,30.48,47.0,4.5,166.12
19:55:03,1.22,45.0,30.42,93.0,7.87,141.23
19:55:04,2.47,54.0,30.45,65.0,3.37,104.07
19:55:18,1.25,46.0,30.48,49.0,6.75,138.52
19:55:21,1.26,52.0,30.46,102.0,4.5,113.3
1:00:01,1.21,44.0,30.42,102.0,11.25,112.72
1:00:07,2.1,52.0,30.43,103.0,4.5,92.15
1:00:20,1.28,46.0,30.47,53.0,4.5,113.18
1:00:25,1.24,49.0,30.45,97.0,11.25,146.72
1:05:03,1.2,44.0,30.42,102.0,5.62,131.49
1:05:05,2.07,52.0,30.42,103.0,4.5,68.17
1:05:17,1.27,47.0,30.46,47.0,5.62,128.81
1:05:20,1.29,50.0,30.45,98.0,9.0,178.42
1:10:02,1.21,44.0,30.42,102.0,6.75,102.57
1:10:06,2.1,51.0,30.42,103.0,4.5,158.06
1:10:18,1.28,48.0,30.46,49.0,9.0,177.68
1:10:21,1.26,50.0,30.45,98.0,5.62,109.41
1:15:04,1.21,44.0,30.42,102.0,5.62,117.49
1:15:14,2.4,51.0,30.42,103.0,3.37,39.69
1:15:18,1.27,48.0,30.46,49.0,5.62,91.62
1:15:25,1.27,50.0,30.45,98.0,4.5,184.21
1:20:02,1.21,44.0,30.42,101.0,14.62,117.07
1:20:03,2.06,51.0,30.42,103.0,7.87,183.01
1:20:21,1.3,50.0,30.44,99.0,5.62,157.74
1:20:23,1.26,47.0,30.46,52.0,7.87,128.16
1:25:03,1.2,44.0,30.42,101.0,9.0,149.51
1:25:06,3.55,51.0,30.42,103.0,4.5,112.42
1:25:18,1.22,47.0,30.46,56.0,3.37,157.72
1:25:23,1.26,50.0,30.44,99.0,10.12,145.18
1:30:01,1.21,44.0,30.42,101.0,4.5,154.37
1:30:08,3.63,52.0,30.41,103.0,3.37,79.47
1:30:19,1.26,46.0,30.46,57.0,3.37,162.1
1:30:30,1.29,51.0,30.44,99.0,7.87,127.53
1:35:02,1.21,44.0,30.42,101.0,9.0,162.93
1:35:04,3.76,52.0,30.41,103.0,10.12,134.44
1:35:17,1.26,46.0,30.45,58.0,7.87,85.42
1:35:24,1.28,51.0,30.44,99.0,6.75,148.18
1:40:02,1.19,43.0,30.42,101.0,13.5,158.56
1:40:07,3.25,52.0,30.42,103.0,3.37,81.23
1:40:20,1.25,46.0,30.45,58.0,5.62,147.9
1:40:23,1.26,51.0,30.44,100.0,9.0,129.03
1:45:01,1.19,43.0,30.41,101.0,12.37,128.7
1:45:08,3.9,52.0,30.41,103.0,5.62,270.48
1:45:18,1.28,46.0,30.45,59.0,4.5,156.96
1:45:26,1.28,51.0,30.44,100.0,11.25,141.06
1:50:03,1.2,43.0,30.42,100.0,10.12,180.84
1:50:18,1.27,45.0,30.45,59.0,7.87,157.0
1:50:26,1.28,51.0,30.44,100.0,7.87,148.13
1:50:43,3.13,51.0,30.41,103.0,5.62,170.97
1:55:02,1.2,43.0,30.41,100.0,12.37,155.66
1:55:04,3.37,51.0,30.42,103.0,5.62,66.06
1:55:23,1.27,48.0,30.45,78.5,5.06,139.32
20:00:05,1.22,45.0,30.42,93.0,4.5,149.68
20:00:12,2.37,54.0,30.45,64.0,7.87,142.03
20:00:19,1.31,52.0,30.46,102.0,1.12,21.09
20:00:26,1.23,46.0,30.48,50.0,5.62,162.47
20:05:02,1.22,45.0,30.42,93.0,5.62,166.42
20:05:08,2.38,54.0,30.46,64.0,4.5,82.95
20:05:17,1.23,45.0,30.48,50.0,7.87,166.67
20:05:20,1.24,51.0,30.46,102.0,4.5,90.88
20:10:01,1.2,45.0,30.42,93.0,5.62,110.66
20:10:13,2.62,54.0,30.46,65.0,2.25,139.23
20:10:18,1.25,45.0,30.48,49.0,4.5,157.98
20:10:22,1.33,51.0,30.47,102.0,3.37,148.81
20:15:06,1.18,45.0,30.42,93.0,5.62,129.99
20:15:07,2.22,54.0,30.46,65.0,1.12,145.26
20:15:18,1.25,45.0,30.48,49.0,7.87,158.55
20:15:21,1.29,51.0,30.47,102.0,3.37,56.16
20:20:06,2.15,54.0,30.46,64.0,3.37,104.55
20:20:15,1.24,45.0,30.42,93.0,9.0,159.53
20:20:17,1.26,45.0,30.48,49.0,11.25,138.07
20:20:25,1.31,51.0,30.47,102.0,6.75,122.7
20:25:02,2.1,54.0,30.46,66.0,3.37,158.6
20:25:04,1.21,45.0,30.42,93.0,6.75,171.94
20:25:20,1.25,45.0,30.48,49.0,9.0,173.46
20:25:21,1.26,52.0,30.47,102.0,10.12,119.14
20:30:03,1.21,45.0,30.42,93.0,9.0,167.13
20:30:06,2.36,53.0,30.46,67.0,4.5,126.94
20:30:18,1.25,45.0,30.48,48.0,6.75,161.12
20:30:25,1.24,51.0,30.47,102.0,10.12,134.32
20:35:05,1.2,45.0,30.42,93.0,7.87,190.35
20:35:07,2.58,53.0,30.46,69.0,6.75,117.98
20:35:18,1.25,45.0,30.48,47.0,7.87,149.32
20:35:23,1.28,51.0,30.47,102.0,10.12,138.2
20:40:04,1.2,45.0,30.42,93.0,7.87,146.59
20:40:08,2.64,52.0,30.46,68.0,9.0,127.75
20:40:19,1.24,45.0,30.48,49.0,10.12,128.91
20:40:26,1.24,51.0,30.47,102.0,9.0,124.77
20:45:05,2.57,51.0,30.46,68.0,7.87,92.36
20:45:06,1.2,45.0,30.43,93.0,7.87,186.24
20:45:17,1.25,45.0,30.49,50.0,5.62,151.73
20:45:23,1.28,51.0,30.47,102.0,4.5,145.0
20:50:03,1.19,45.0,30.43,93.0,3.37,161.06
20:50:08,3.0,51.0,30.46,67.0,6.75,128.64
20:50:20,1.25,48.0,30.48,75.5,7.88,156.64
20:55:04,1.23,45.0,30.42,93.0,4.5,176.85
20:55:08,3.02,51.0,30.46,66.0,3.37,142.37
20:55:19,1.24,45.0,30.49,47.0,7.87,164.42
20:55:25,1.25,51.0,30.47,102.0,7.87,144.99
21:00:04,1.94,47.5,30.44,80.0,9.56,162.98
21:00:20,1.28,51.0,30.47,102.0,5.62,144.78
21:00:21,1.28,45.0,30.49,48.0,4.5,168.15
21:05:04,1.23,45.0,30.42,93.0,9.0,161.58
21:05:07,3.38,50.0,30.46,68.0,4.5,167.13
21:05:18,1.2,45.0,30.49,47.0,5.62,134.88
21:05:21,1.25,51.0,30.47,102.0,5.62,163.67
21:10:02,1.23,45.0,30.42,93.0,10.12,145.52
21:10:06,2.57,50.0,30.46,73.0,5.62,175.15
21:10:17,1.25,45.0,30.49,49.0,7.87,187.17
21:10:22,1.29,52.0,30.47,102.0,3.37,133.24
21:15:04,1.86,47.5,30.44,85.5,5.06,203.64
21:15:20,1.25,48.5,30.48,77.5,5.06,129.16
21:20:02,1.21,45.0,30.42,93.0,9.0,159.59
21:20:06,2.66,51.0,30.47,80.0,4.5,147.68
21:20:18,1.26,51.0,30.47,102.0,9.0,99.83
21:20:20,1.24,44.0,30.49,57.0,7.87,157.35
21:25:03,1.86,48.0,30.44,89.5,7.31,160.69
21:25:18,1.25,44.0,30.49,56.0,6.75,149.67
21:25:22,1.27,51.0,30.47,102.0,5.62,69.11
21:30:01,1.25,45.0,30.42,93.0,9.0,162.84
21:30:07,2.33,51.0,30.47,88.0,4.5,160.19
21:30:17,1.2,44.0,30.49,57.0,10.12,155.69
21:30:21,1.3,51.0,30.47,102.0,2.25,25.56
21:35:02,1.18,45.0,30.42,93.0,5.62,156.97
21:35:05,2.28,51.0,30.47,88.0,1.12,120.1
21:35:17,1.25,44.0,30.49,57.0,7.87,162.07
21:35:20,1.28,51.0,30.47,102.0,2.25,103.11
21:40:03,1.22,45.0,30.42,93.0,6.75,144.26
21:40:12,2.67,51.0,30.47,88.0,5.62,99.61
21:40:18,1.21,44.0,30.49,56.0,6.75,151.68
21:40:22,1.24,51.0,30.47,102.0,6.75,48.75
21:45:02,1.22,45.0,30.42,93.0,3.37,127.89
21:45:06,2.6,51.0,30.46,88.0,11.25,116.78
21:45:18,1.23,44.0,30.49,54.0,5.62,164.02
21:45:22,1.3,51.0,30.47,102.0,3.37,74.18
21:50:02,1.23,45.0,30.42,93.0,7.87,111.59
21:50:07,2.65,52.0,30.46,89.0,3.37,146.85
21:50:19,1.28,44.0,30.49,53.0,3.37,171.8
21:50:22,1.31,51.0,30.47,102.0,4.5,173.51
21:55:02,1.21,45.0,30.42,93.0,6.75,166.39
21:55:04,2.6,52.0,30.46,86.0,2.25,146.43
21:55:17,1.23,44.0,30.49,54.0,6.75,151.28
21:55:25,1.25,51.0,30.47,102.0,3.37,183.48
22:00:04,1.2,45.0,30.42,93.0,16.87,161.53
22:00:08,2.36,52.0,30.47,86.0,1.12,68.03
22:00:17,1.27,44.0,30.49,53.0,10.12,162.22
22:00:18,1.26,51.0,30.47,102.0,5.62,138.31
22:05:03,1.22,45.0,30.42,93.0,13.5,155.53
22:05:08,2.16,52.0,30.47,91.0,1.12,124.12
22:05:18,1.24,44.0,30.49,53.0,10.12,185.38
22:05:25,1.27,50.0,30.47,102.0,3.37,157.98
22:10:06,1.23,45.0,30.42,93.0,13.5,177.27
22:10:09,2.37,52.0,30.47,94.0,2.25,141.87
22:10:18,1.27,44.0,30.49,51.0,9.0,160.68
22:10:22,1.26,50.0,30.47,102.0,9.0,163.1
22:15:01,1.2,45.0,30.42,93.0,12.37,167.59
22:15:05,2.04,52.0,30.47,95.0,4.5,128.9
22:15:21,1.24,44.0,30.49,49.0,7.87,177.93
22:15:22,1.27,50.0,30.47,102.0,6.75,98.07
22:20:02,1.22,45.0,30.42,93.0,11.25,161.08
22:20:05,1.93,51.0,30.47,96.0,2.25,133.02
22:20:18,1.27,50.0,30.47,102.0,4.5,117.27
22:20:19,1.23,44.0,30.49,49.0,9.0,145.21
22:25:02,1.19,45.0,30.43,93.0,11.25,158.52
22:25:04,2.68,51.0,30.47,97.0,3.37,169.82
22:25:17,1.24,44.0,30.49,48.0,7.87,178.08
22:25:20,1.29,51.0,30.47,102.0,9.0,103.88
22:30:02,1.2,45.0,30.43,93.0,7.87,147.59
22:30:06,2.52,51.0,30.47,98.0,2.25,108.89
22:30:18,1.24,44.0,30.49,48.0,7.87,188.43
22:30:26,1.24,51.0,30.47,102.0,5.62,150.58
22:35:04,2.12,48.0,30.45,95.5,6.18,162.34
22:35:18,1.26,44.0,30.49,49.0,9.0,187.36
22:35:24,1.28,51.0,30.47,102.0,5.62,139.52
22:40:03,2.5,51.0,30.47,98.0,4.5,170.29
22:40:06,1.21,45.0,30.43,93.0,6.75,171.98
22:40:21,1.24,44.0,30.49,47.0,7.87,166.45
22:40:23,1.27,51.0,30.47,102.0,3.37,122.06
22:45:04,1.65,48.0,30.44,96.0,5.06,158.34
22:45:22,1.29,51.0,30.47,102.0,4.5,151.89
22:45:25,1.25,44.0,30.49,47.0,6.75,187.62
22:50:01,1.17,45.0,30.43,93.0,6.75,174.5
22:50:08,2.32,51.0,30.47,99.0,0.0,44.45
22:50:17,1.24,44.0,30.49,45.0,6.75,187.32
22:50:21,1.26,50.0,30.47,102.0,7.87,139.16
22:55:05,1.19,45.0,30.42,93.0,4.5,186.21
22:55:09,1.99,51.0,30.46,99.0,2.25,154.29
22:55:20,1.28,51.0,30.47,102.0,9.0,135.45
22:55:22,1.21,44.0,30.49,44.0,6.75,184.2
23:00:02,1.24,45.0,30.42,93.0,5.62,176.13
23:00:06,2.24,51.0,30.46,99.0,3.37,157.9
23:00:18,1.26,44.0,30.49,44.0,7.87,156.64
23:00:21,1.28,51.0,30.47,102.0,6.75,134.25
23:05:01,1.22,45.0,30.42,93.0,5.62,164.84
23:05:04,2.52,50.0,30.46,98.0,5.62,169.11
23:05:21,1.19,44.0,30.49,43.0,7.87,148.82
23:05:23,1.31,51.0,30.47,102.0,2.25,149.21
23:10:04,1.56,47.5,30.44,92.5,6.18,163.76
23:10:18,1.23,44.0,30.49,43.0,4.5,170.21
23:10:24,1.3,51.0,30.47,102.0,3.37,100.4
23:15:01,1.21,45.0,30.41,93.0,5.62,185.15
23:15:10,1.92,51.0,30.46,83.0,6.75,147.04
23:15:18,1.24,45.0,30.49,41.0,6.75,171.81
23:15:26,1.27,51.0,30.47,102.0,9.0,111.49
23:20:02,1.21,45.0,30.41,93.0,7.87,183.83
23:20:05,1.58,51.0,30.46,80.0,2.25,162.73
23:20:18,1.23,45.0,30.49,42.0,9.0,151.9
23:20:24,1.28,51.0,30.47,102.0,10.12,159.72
23:25:05,1.75,48.5,30.44,85.5,4.5,145.0
23:25:17,1.25,45.0,30.49,41.0,5.62,159.69
23:25:22,1.28,51.0,30.46,102.0,4.5,144.15
23:30:02,1.2,45.0,30.42,93.0,2.25,43.72
23:30:04,2.03,52.0,30.46,77.0,2.25,7.12
23:30:17,1.2,45.0,30.49,42.0,6.75,182.45
23:30:21,1.28,51.0,30.47,102.0,5.62,144.72
23:35:02,1.22,45.0,30.41,93.0,5.62,137.49
23:35:04,1.79,52.0,30.46,86.0,3.37,148.24
23:35:18,1.25,45.0,30.49,42.0,7.87,174.42
23:35:19,1.3,51.0,30.46,102.0,6.75,130.24
23:40:02,1.21,45.0,30.42,93.0,7.87,150.02
23:40:08,3.15,52.0,30.46,84.0,5.62,132.2
23:40:19,1.24,45.0,30.48,43.0,7.87,191.29
23:40:25,1.27,51.0,30.46,101.0,7.87,132.3
23:45:03,3.3,52.0,30.46,81.0,4.5,142.77
23:45:04,1.19,45.0,30.41,93.0,1.12,157.4
23:45:17,1.25,44.0,30.48,43.0,5.62,179.61
23:45:23,1.26,50.0,30.47,101.0,9.0,119.92
23:50:03,1.8,48.5,30.44,86.0,3.38,148.9
23:50:20,1.24,44.0,30.48,43.0,7.87,185.34
23:50:21,1.28,50.0,30.46,101.0,2.25,124.45
23:55:05,1.19,45.0,30.41,93.0,3.37,128.07
23:55:07,3.05,52.0,30.46,76.0,2.25,69.32
23:55:18,1.27,44.0,30.48,43.0,6.75,164.71
23:55:24,1.27,50.0,30.46,101.0,4.5,150.11
2:00:02,1.21,43.0,30.42,98.0,12.37,190.16
2:00:05,3.51,51.0,30.41,103.0,14.62,135.75
2:00:20,1.27,45.0,30.46,58.0,1.12,145.51
2:00:23,1.3,51.0,30.44,100.0,3.37,148.95
2:05:02,1.19,43.0,30.42,95.0,7.87,147.71
2:05:05,2.84,51.0,30.41,103.0,12.37,127.54
2:05:19,1.24,45.0,30.46,61.0,5.62,155.52
2:05:27,1.23,50.0,30.43,100.0,12.37,102.17
2:10:01,1.18,43.0,30.42,92.0,4.5,164.76
2:10:09,3.26,51.0,30.41,103.0,4.5,158.09
2:10:18,1.24,45.0,30.46,64.0,9.0,145.44
2:10:24,1.26,50.0,30.44,100.0,9.0,135.34
2:15:02,1.18,43.0,30.42,91.0,6.75,167.47
2:15:03,2.57,51.0,30.41,103.0,12.37,131.57
2:15:17,1.25,45.0,30.45,66.0,6.75,166.22
2:15:19,1.28,50.0,30.43,100.0,6.75,131.57
2:20:04,1.2,42.0,30.42,92.0,5.62,108.37
2:20:08,2.58,51.0,30.41,103.0,7.87,166.75
2:20:17,1.24,44.0,30.45,67.0,6.75,150.2
2:20:31,1.25,50.0,30.43,100.0,3.37,129.94
2:25:04,1.17,42.0,30.42,92.0,7.87,161.05
2:25:06,3.24,51.0,30.4,103.0,9.0,109.84
2:25:19,1.28,50.0,30.43,100.0,5.62,182.2
2:25:20,1.24,44.0,30.45,67.0,7.87,174.76
2:30:05,1.2,42.0,30.41,90.0,3.37,170.83
2:30:06,2.87,51.0,30.4,103.0,14.62,143.65
2:30:18,1.25,44.0,30.45,69.0,7.87,143.12
2:30:29,1.28,50.0,30.43,100.0,9.0,136.03
2:35:03,1.19,41.0,30.41,88.0,5.62,191.78
2:35:10,2.52,51.0,30.4,103.0,5.62,105.55
2:35:17,1.24,44.0,30.45,76.0,9.0,140.15
2:35:24,1.32,50.0,30.43,100.0,4.5,141.13
2:40:02,1.22,41.0,30.4,84.0,7.87,152.63
2:40:09,2.74,51.0,30.4,103.0,11.25,117.72
2:40:17,1.26,44.0,30.45,77.0,2.25,133.68
2:40:22,1.28,50.0,30.43,100.0,6.75,145.65
2:45:02,1.18,41.0,30.4,81.0,7.87,187.17
2:45:04,2.3,51.0,30.4,103.0,12.37,119.72
2:45:18,1.26,44.0,30.45,82.0,6.75,160.0
2:45:26,1.27,50.0,30.43,100.0,4.5,142.79
2:50:04,1.17,41.0,30.4,80.0,5.62,150.59
2:50:07,2.25,51.0,30.4,103.0,9.0,164.35
2:50:19,1.29,50.0,30.43,100.0,9.0,125.55
2:50:20,1.28,44.0,30.45,81.0,5.62,142.98
2:55:04,1.67,46.0,30.4,92.0,3.38,144.9
2:55:18,1.24,44.0,30.45,85.0,5.62,184.86
2:55:19,1.28,50.0,30.43,100.0,7.87,117.12
3:00:03,1.2,41.0,30.39,81.0,3.37,157.47
3:00:17,1.28,44.0,30.45,91.0,5.62,144.13
3:00:24,1.31,50.0,30.43,100.0,2.25,142.99
3:05:02,1.25,41.0,30.4,88.0,5.62,148.86
3:05:05,1.94,51.0,30.4,103.0,4.5,87.85
3:05:17,1.23,44.0,30.45,92.0,5.62,164.45
3:05:19,1.26,50.0,30.43,100.0,9.0,132.66
3:10:02,1.19,41.0,30.4,91.0,9.0,171.02
3:10:06,2.03,51.0,30.4,103.0,7.87,77.73
3:10:18,1.23,44.0,30.45,90.0,2.25,82.25
3:10:23,1.29,50.0,30.43,100.0,13.5,134.16
3:15:01,1.21,42.0,30.4,92.0,7.87,150.01
3:15:06,2.26,51.0,30.4,103.0,1.12,90.87
3:15:19,1.27,51.0,30.43,100.0,4.5,141.29
3:15:24,1.25,44.0,30.45,86.0,9.0,175.4
3:20:02,1.22,42.0,30.4,94.0,6.75,173.98
3:20:08,2.27,51.0,30.4,103.0,9.0,78.56
3:20:17,1.23,44.0,30.45,91.0,12.37,141.42
3:20:21,1.26,51.0,30.43,100.0,2.25,132.21
3:25:02,1.21,43.0,30.39,94.0,4.5,172.56
3:25:12,2.63,51.0,30.4,103.0,2.25,69.28
3:25:18,1.22,44.0,30.44,95.0,9.0,157.78
3:25:22,1.29,50.0,30.43,100.0,0.0,85.42
3:30:02,1.18,43.0,30.4,95.0,7.87,151.67
3:30:05,2.93,51.0,30.4,103.0,4.5,78.66
3:30:17,1.29,44.0,30.44,94.0,9.0,170.71
3:30:19,1.26,50.0,30.43,100.0,4.5,125.83
3:35:02,1.21,43.0,30.4,96.0,4.5,153.22
3:35:07,2.59,51.0,30.4,103.0,5.62,51.52
3:35:20,1.26,45.0,30.44,94.0,5.62,164.54
3:35:25,1.27,50.0,30.43,100.0,7.87,131.05
3:40:01,1.22,43.0,30.4,97.0,7.87,173.0
3:40:08,2.83,51.0,30.4,102.0,6.75,97.24
3:40:18,1.25,45.0,30.44,90.0,10.12,162.2
3:40:20,1.26,50.0,30.43,100.0,2.25,69.18
3:45:03,1.19,43.0,30.4,97.0,5.62,170.61
3:45:07,2.17,51.0,30.4,102.0,6.75,80.72
3:45:17,1.28,45.0,30.45,88.0,6.75,173.0
3:45:27,1.24,50.0,30.43,100.0,4.5,198.94
3:50:03,1.18,43.0,30.4,97.0,9.0,184.18
3:50:04,2.12,50.0,30.4,102.0,9.0,101.26
3:50:20,1.25,47.5,30.44,94.0,5.06,155.57
3:55:05,1.2,43.0,30.4,96.0,6.75,163.79
3:55:12,2.02,50.0,30.4,102.0,3.37,168.14
3:55:19,1.27,50.0,30.43,100.0,9.0,133.19
3:55:20,1.26,45.0,30.45,87.0,2.25,149.07
4:00:02,1.21,43.0,30.4,96.0,4.5,170.18
4:00:04,1.69,50.0,30.4,102.0,10.12,130.43
4:00:18,1.26,45.0,30.45,83.0,1.12,153.62
4:00:25,1.26,50.0,30.43,100.0,12.37,125.96
4:05:01,1.2,42.0,30.41,95.0,3.37,144.62
4:05:07,2.03,49.0,30.4,102.0,7.87,145.36
4:05:18,1.26,46.0,30.45,80.0,4.5,145.59
4:05:23,1.26,50.0,30.43,100.0,5.62,135.42
4:10:02,1.2,42.0,30.41,96.0,4.5,165.39
4:10:03,3.35,49.0,30.4,102.0,7.87,67.42
4:10:20,1.27,46.0,30.45,75.0,6.75,153.36
4:10:21,1.25,50.0,30.43,100.0,5.62,126.36
4:15:02,1.19,42.0,30.41,96.0,5.62,162.92
4:15:04,2.34,49.0,30.41,102.0,9.0,133.75
4:15:20,1.26,48.0,30.44,87.0,9.56,141.45
4:20:02,1.22,42.0,30.41,97.0,5.62,157.05
4:20:04,2.2,49.0,30.41,102.0,9.0,112.54
4:20:17,1.26,46.0,30.45,75.0,7.87,175.58
4:20:23,1.27,50.0,30.43,100.0,12.37,117.66
4:25:02,1.21,42.0,30.41,98.0,5.62,155.49
4:25:03,2.63,49.0,30.41,102.0,12.37,125.24
4:25:18,1.27,45.0,30.45,73.0,3.37,171.63
4:25:22,1.28,50.0,30.43,100.0,5.62,24.57
4:30:02,1.2,42.0,30.41,99.0,5.62,165.25
4:30:03,3.2,49.0,30.41,102.0,5.62,150.52
4:30:20,1.24,45.0,30.45,72.0,6.75,183.89
4:30:22,1.27,50.0,30.43,100.0,3.37,58.98
4:35:02,1.18,42.0,30.4,99.0,6.75,174.38
4:35:04,2.85,49.0,30.41,102.0,6.75,121.97
4:35:19,1.27,51.0,30.43,100.0,7.87,147.5
4:35:20,1.27,45.0,30.45,69.0,6.75,149.82
4:40:01,1.19,42.0,30.4,99.0,11.25,169.41
4:40:07,2.38,49.0,30.41,102.0,6.75,132.09
4:40:20,1.3,45.0,30.45,65.0,6.75,172.55
4:40:22,1.26,51.0,30.43,100.0,4.5,126.01
4:45:01,1.16,42.0,30.4,99.0,9.0,174.78
4:45:08,2.67,49.0,30.41,102.0,1.12,94.79
4:45:20,1.27,47.5,30.44,82.0,5.62,162.7
4:50:02,1.16,42.0,30.4,97.0,4.5,181.06
4:50:07,3.22,49.0,30.41,102.0,2.25,80.05
4:50:17,1.26,45.0,30.45,64.0,6.75,177.56
4:50:20,1.27,50.0,30.43,101.0,6.75,157.27
4:55:02,1.19,42.0,30.4,96.0,10.12,160.86
4:55:05,2.73,49.0,30.41,102.0,16.87,123.83
4:55:17,1.27,45.0,30.46,62.0,6.75,157.42
4:55:21,1.26,50.0,30.44,101.0,4.5,102.89
5:00:04,1.19,42.0,30.4,95.0,11.25,187.33
5:00:11,1.61,49.0,30.42,102.0,3.37,155.32
5:00:18,1.26,45.0,30.46,62.0,4.5,167.99
5:00:25,1.28,50.0,30.44,101.0,7.87,123.76
5:05:02,1.19,42.0,30.4,95.0,7.87,179.46
5:05:05,1.85,50.0,30.41,102.0,7.87,159.86
5:05:18,1.25,45.0,30.46,62.0,6.75,160.04
5:05:23,1.3,50.0,30.44,101.0,7.87,125.93
5:10:02,1.23,42.0,30.4,95.0,5.62,189.54
5:10:09,1.71,50.0,30.41,102.0,10.12,127.27
5:10:18,1.28,45.0,30.46,64.0,9.0,148.84
5:10:21,1.29,50.0,30.44,101.0,10.12,123.59
5:15:05,1.19,42.0,30.39,95.0,10.12,127.02
5:15:06,1.76,50.0,30.41,102.0,9.0,172.87
5:15:20,1.28,47.5,30.45,83.0,5.62,138.56
5:20:03,1.26,43.0,30.39,96.0,5.62,173.62
5:20:05,1.73,49.0,30.41,102.0,11.25,143.95
5:20:17,1.24,44.0,30.45,66.0,6.75,184.58
5:20:23,1.28,50.0,30.44,101.0,7.87,111.93
5:25:01,1.23,43.0,30.38,96.0,7.87,168.21
5:25:04,1.71,49.0,30.41,102.0,9.0,164.16
5:25:19,1.21,44.0,30.45,66.0,5.62,160.35
5:25:23,1.26,50.0,30.44,101.0,6.75,143.08
5:30:02,1.2,43.0,30.38,96.0,10.12,159.42
5:30:07,1.71,49.0,30.41,101.0,11.25,152.03
5:30:18,1.26,44.0,30.45,64.0,4.5,185.09
5:30:21,1.28,50.0,30.44,101.0,6.75,137.4
5:35:01,1.2,43.0,30.38,96.0,6.75,129.5
5:35:21,1.26,44.0,30.45,64.0,6.75,188.43
5:35:24,1.27,50.0,30.44,101.0,9.0,138.95
5:40:01,1.23,44.0,30.38,95.0,3.37,107.49
5:40:05,2.02,48.0,30.41,92.0,3.37,118.18
5:40:18,1.25,44.0,30.45,62.0,4.5,158.4
5:40:21,1.28,50.0,30.44,101.0,9.0,100.6
5:45:02,1.18,44.0,30.38,96.0,5.62,156.09
5:45:05,1.87,48.0,30.42,86.0,9.0,120.92
5:45:18,1.22,44.0,30.45,60.0,5.62,164.28
5:45:23,1.26,50.0,30.44,101.0,5.62,141.49
5:50:02,1.18,44.0,30.39,96.0,5.62,133.33
5:50:12,1.72,48.0,30.41,80.0,10.12,131.69
5:50:20,1.24,45.0,30.45,59.0,5.62,163.29
5:50:27,1.27,50.0,30.44,101.0,5.62,127.36
5:55:04,1.22,44.0,30.39,96.0,4.5,168.48
5:55:17,1.24,45.0,30.46,61.0,5.62,158.34
5:55:24,1.29,50.0,30.44,101.0,11.25,133.37
6:00:04,1.19,44.0,30.39,96.0,14.62,156.26
6:00:07,4.43,49.0,30.41,76.0,6.75,169.53
6:00:17,1.26,44.0,30.46,61.0,7.87,169.21
6:00:25,1.44,49.0,30.44,101.0,7.87,152.1
6:05:02,1.18,44.0,30.39,96.0,7.87,117.36
6:05:07,8.3,48.0,30.41,76.0,10.12,156.43
6:05:18,1.26,44.0,30.46,62.0,4.5,176.11
6:05:21,1.67,49.0,30.44,101.0,5.62,100.05
6:10:02,1.19,44.0,30.4,96.0,7.87,140.62
6:10:10,9.09,48.0,30.41,72.0,4.5,130.7
6:10:20,1.82,46.5,30.45,82.5,6.74,152.71
6:15:04,1.18,44.0,30.4,97.0,2.25,119.96
6:15:06,11.28,49.0,30.41,73.0,6.75,157.94
6:15:20,1.5,44.0,30.46,62.0,9.0,154.68
6:15:24,3.69,49.0,30.44,101.0,7.87,110.25
6:20:01,1.22,44.0,30.4,97.0,5.62,55.88
6:20:10,13.64,49.0,30.41,73.0,13.5,150.24
6:20:17,2.19,44.0,30.46,62.0,10.12,176.86
6:20:26,5.13,49.0,30.44,100.0,9.0,123.2
6:25:02,1.2,44.0,30.4,98.0,4.5,26.23
6:25:07,18.71,49.0,30.41,71.0,4.5,164.95
6:25:18,3.06,45.0,30.46,60.0,6.75,162.88
6:25:26,6.63,49.0,30.45,100.0,6.75,138.79
6:30:02,1.19,44.0,30.4,99.0,4.5,76.65
6:30:18,5.05,45.0,30.47,58.0,4.5,186.97
6:30:22,8.38,49.0,30.45,99.0,6.75,129.81
6:35:01,1.19,44.0,30.4,99.0,3.37,102.9
6:35:09,27.94,50.0,30.42,76.0,7.87,92.89
6:35:17,6.98,45.0,30.47,56.0,3.37,166.25
6:35:25,11.19,50.0,30.45,98.0,7.87,120.55
6:40:02,1.2,44.0,30.4,100.0,5.62,34.4
6:40:08,43.99,49.0,30.42,82.0,11.25,161.38
6:40:20,11.16,46.0,30.47,57.0,10.12,170.21
